"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","EMPAGE","55_64","PC_AGE","Q","1982-Q4",40.33574,
"AUS","EMPAGE","55_64","PC_AGE","Q","1983-Q1",39.88501,
"AUS","EMPAGE","55_64","PC_AGE","Q","1983-Q2",38.82355,
"AUS","EMPAGE","55_64","PC_AGE","Q","1983-Q3",38.91795,
"AUS","EMPAGE","55_64","PC_AGE","Q","1983-Q4",38.70078,
"AUS","EMPAGE","55_64","PC_AGE","Q","1984-Q1",39.1049,
"AUS","EMPAGE","55_64","PC_AGE","Q","1984-Q2",39.17235,
"AUS","EMPAGE","55_64","PC_AGE","Q","1984-Q3",38.80313,
"AUS","EMPAGE","55_64","PC_AGE","Q","1984-Q4",38.65847,
"AUS","EMPAGE","55_64","PC_AGE","Q","1985-Q1",38.28394,
"AUS","EMPAGE","55_64","PC_AGE","Q","1985-Q2",37.33741,
"AUS","EMPAGE","55_64","PC_AGE","Q","1985-Q3",38.01253,
"AUS","EMPAGE","55_64","PC_AGE","Q","1985-Q4",39.00165,
"AUS","EMPAGE","55_64","PC_AGE","Q","1986-Q1",39.38211,
"AUS","EMPAGE","55_64","PC_AGE","Q","1986-Q2",39.7261,
"AUS","EMPAGE","55_64","PC_AGE","Q","1986-Q3",39.07764,
"AUS","EMPAGE","55_64","PC_AGE","Q","1986-Q4",39.2834,
"AUS","EMPAGE","55_64","PC_AGE","Q","1987-Q1",39.65779,
"AUS","EMPAGE","55_64","PC_AGE","Q","1987-Q2",39.61073,
"AUS","EMPAGE","55_64","PC_AGE","Q","1987-Q3",39.16849,
"AUS","EMPAGE","55_64","PC_AGE","Q","1987-Q4",39.01255,
"AUS","EMPAGE","55_64","PC_AGE","Q","1988-Q1",39.61844,
"AUS","EMPAGE","55_64","PC_AGE","Q","1988-Q2",39.74857,
"AUS","EMPAGE","55_64","PC_AGE","Q","1988-Q3",39.70471,
"AUS","EMPAGE","55_64","PC_AGE","Q","1988-Q4",40.01145,
"AUS","EMPAGE","55_64","PC_AGE","Q","1989-Q1",40.41703,
"AUS","EMPAGE","55_64","PC_AGE","Q","1989-Q2",41.07375,
"AUS","EMPAGE","55_64","PC_AGE","Q","1989-Q3",41.07059,
"AUS","EMPAGE","55_64","PC_AGE","Q","1989-Q4",41.00604,
"AUS","EMPAGE","55_64","PC_AGE","Q","1990-Q1",40.41705,
"AUS","EMPAGE","55_64","PC_AGE","Q","1990-Q2",41.03168,
"AUS","EMPAGE","55_64","PC_AGE","Q","1990-Q3",42.252,
"AUS","EMPAGE","55_64","PC_AGE","Q","1990-Q4",42.30624,
"AUS","EMPAGE","55_64","PC_AGE","Q","1991-Q1",41.15545,
"AUS","EMPAGE","55_64","PC_AGE","Q","1991-Q2",40.34157,
"AUS","EMPAGE","55_64","PC_AGE","Q","1991-Q3",39.2935,
"AUS","EMPAGE","55_64","PC_AGE","Q","1991-Q4",39.80481,
"AUS","EMPAGE","55_64","PC_AGE","Q","1992-Q1",39.80241,
"AUS","EMPAGE","55_64","PC_AGE","Q","1992-Q2",39.48189,
"AUS","EMPAGE","55_64","PC_AGE","Q","1992-Q3",39.5291,
"AUS","EMPAGE","55_64","PC_AGE","Q","1992-Q4",38.54908,
"AUS","EMPAGE","55_64","PC_AGE","Q","1993-Q1",38.45015,
"AUS","EMPAGE","55_64","PC_AGE","Q","1993-Q2",38.19518,
"AUS","EMPAGE","55_64","PC_AGE","Q","1993-Q3",38.51075,
"AUS","EMPAGE","55_64","PC_AGE","Q","1993-Q4",39.10468,
"AUS","EMPAGE","55_64","PC_AGE","Q","1994-Q1",39.65722,
"AUS","EMPAGE","55_64","PC_AGE","Q","1994-Q2",40.43947,
"AUS","EMPAGE","55_64","PC_AGE","Q","1994-Q3",40.48086,
"AUS","EMPAGE","55_64","PC_AGE","Q","1994-Q4",40.58864,
"AUS","EMPAGE","55_64","PC_AGE","Q","1995-Q1",41.10149,
"AUS","EMPAGE","55_64","PC_AGE","Q","1995-Q2",41.58175,
"AUS","EMPAGE","55_64","PC_AGE","Q","1995-Q3",41.63216,
"AUS","EMPAGE","55_64","PC_AGE","Q","1995-Q4",42.11352,
"AUS","EMPAGE","55_64","PC_AGE","Q","1996-Q1",42.29709,
"AUS","EMPAGE","55_64","PC_AGE","Q","1996-Q2",42.15944,
"AUS","EMPAGE","55_64","PC_AGE","Q","1996-Q3",42.29942,
"AUS","EMPAGE","55_64","PC_AGE","Q","1996-Q4",42.38193,
"AUS","EMPAGE","55_64","PC_AGE","Q","1997-Q1",42.84758,
"AUS","EMPAGE","55_64","PC_AGE","Q","1997-Q2",42.6385,
"AUS","EMPAGE","55_64","PC_AGE","Q","1997-Q3",42.53327,
"AUS","EMPAGE","55_64","PC_AGE","Q","1997-Q4",42.83831,
"AUS","EMPAGE","55_64","PC_AGE","Q","1998-Q1",42.85756,
"AUS","EMPAGE","55_64","PC_AGE","Q","1998-Q2",43.78989,
"AUS","EMPAGE","55_64","PC_AGE","Q","1998-Q3",44.1106,
"AUS","EMPAGE","55_64","PC_AGE","Q","1998-Q4",43.72364,
"AUS","EMPAGE","55_64","PC_AGE","Q","1999-Q1",43.31386,
"AUS","EMPAGE","55_64","PC_AGE","Q","1999-Q2",43.47301,
"AUS","EMPAGE","55_64","PC_AGE","Q","1999-Q3",44.37737,
"AUS","EMPAGE","55_64","PC_AGE","Q","1999-Q4",44.94666,
"AUS","EMPAGE","55_64","PC_AGE","Q","2000-Q1",45.15004,
"AUS","EMPAGE","55_64","PC_AGE","Q","2000-Q2",45.97542,
"AUS","EMPAGE","55_64","PC_AGE","Q","2000-Q3",46.74778,
"AUS","EMPAGE","55_64","PC_AGE","Q","2000-Q4",46.32812,
"AUS","EMPAGE","55_64","PC_AGE","Q","2001-Q1",46.11544,
"AUS","EMPAGE","55_64","PC_AGE","Q","2001-Q2",46.73022,
"AUS","EMPAGE","55_64","PC_AGE","Q","2001-Q3",46.63019,
"AUS","EMPAGE","55_64","PC_AGE","Q","2001-Q4",47.40947,
"AUS","EMPAGE","55_64","PC_AGE","Q","2002-Q1",48.27748,
"AUS","EMPAGE","55_64","PC_AGE","Q","2002-Q2",48.33701,
"AUS","EMPAGE","55_64","PC_AGE","Q","2002-Q3",48.21915,
"AUS","EMPAGE","55_64","PC_AGE","Q","2002-Q4",49.04213,
"AUS","EMPAGE","55_64","PC_AGE","Q","2003-Q1",50.06098,
"AUS","EMPAGE","55_64","PC_AGE","Q","2003-Q2",50.24804,
"AUS","EMPAGE","55_64","PC_AGE","Q","2003-Q3",50.31983,
"AUS","EMPAGE","55_64","PC_AGE","Q","2003-Q4",50.50387,
"AUS","EMPAGE","55_64","PC_AGE","Q","2004-Q1",50.77042,
"AUS","EMPAGE","55_64","PC_AGE","Q","2004-Q2",51.49305,
"AUS","EMPAGE","55_64","PC_AGE","Q","2004-Q3",52.15794,
"AUS","EMPAGE","55_64","PC_AGE","Q","2004-Q4",52.37259,
"AUS","EMPAGE","55_64","PC_AGE","Q","2005-Q1",52.54053,
"AUS","EMPAGE","55_64","PC_AGE","Q","2005-Q2",53.17348,
"AUS","EMPAGE","55_64","PC_AGE","Q","2005-Q3",53.86434,
"AUS","EMPAGE","55_64","PC_AGE","Q","2005-Q4",54.30229,
"AUS","EMPAGE","55_64","PC_AGE","Q","2006-Q1",54.72822,
"AUS","EMPAGE","55_64","PC_AGE","Q","2006-Q2",55.1076,
"AUS","EMPAGE","55_64","PC_AGE","Q","2006-Q3",55.88498,
"AUS","EMPAGE","55_64","PC_AGE","Q","2006-Q4",55.94826,
"AUS","EMPAGE","55_64","PC_AGE","Q","2007-Q1",56.01181,
"AUS","EMPAGE","55_64","PC_AGE","Q","2007-Q2",56.63202,
"AUS","EMPAGE","55_64","PC_AGE","Q","2007-Q3",56.80395,
"AUS","EMPAGE","55_64","PC_AGE","Q","2007-Q4",56.58829,
"AUS","EMPAGE","55_64","PC_AGE","Q","2008-Q1",56.36013,
"AUS","EMPAGE","55_64","PC_AGE","Q","2008-Q2",57.22647,
"AUS","EMPAGE","55_64","PC_AGE","Q","2008-Q3",57.91259,
"AUS","EMPAGE","55_64","PC_AGE","Q","2008-Q4",57.75897,
"AUS","EMPAGE","55_64","PC_AGE","Q","2009-Q1",58.79005,
"AUS","EMPAGE","55_64","PC_AGE","Q","2009-Q2",58.9077,
"AUS","EMPAGE","55_64","PC_AGE","Q","2009-Q3",58.8282,
"AUS","EMPAGE","55_64","PC_AGE","Q","2009-Q4",59.5387,
"AUS","EMPAGE","55_64","PC_AGE","Q","2010-Q1",59.91302,
"AUS","EMPAGE","55_64","PC_AGE","Q","2010-Q2",60.15248,
"AUS","EMPAGE","55_64","PC_AGE","Q","2010-Q3",60.80166,
"AUS","EMPAGE","55_64","PC_AGE","Q","2010-Q4",61.5521,
"AUS","EMPAGE","55_64","PC_AGE","Q","2011-Q1",61.22144,
"AUS","EMPAGE","55_64","PC_AGE","Q","2011-Q2",61.05802,
"AUS","EMPAGE","55_64","PC_AGE","Q","2011-Q3",61.29623,
"AUS","EMPAGE","55_64","PC_AGE","Q","2011-Q4",61.05592,
"AUS","EMPAGE","55_64","PC_AGE","Q","2012-Q1",61.06686,
"AUS","EMPAGE","55_64","PC_AGE","Q","2012-Q2",61.45135,
"AUS","EMPAGE","55_64","PC_AGE","Q","2012-Q3",61.49102,
"AUS","EMPAGE","55_64","PC_AGE","Q","2012-Q4",61.7097,
"AUS","EMPAGE","55_64","PC_AGE","Q","2013-Q1",61.54377,
"AUS","EMPAGE","55_64","PC_AGE","Q","2013-Q2",61.83645,
"AUS","EMPAGE","55_64","PC_AGE","Q","2013-Q3",61.13749,
"AUS","EMPAGE","55_64","PC_AGE","Q","2013-Q4",61.08187,
"AUS","EMPAGE","55_64","PC_AGE","Q","2014-Q1",60.8112,
"AUS","EMPAGE","55_64","PC_AGE","Q","2014-Q2",61.3656,
"AUS","EMPAGE","55_64","PC_AGE","Q","2014-Q3",62.07809,
"AUS","EMPAGE","55_64","PC_AGE","Q","2014-Q4",61.42764,
"AUS","EMPAGE","55_64","PC_AGE","Q","2015-Q1",61.63507,
"AUS","EMPAGE","55_64","PC_AGE","Q","2015-Q2",61.99264,
"AUS","EMPAGE","55_64","PC_AGE","Q","2015-Q3",61.81878,
"AUS","EMPAGE","55_64","PC_AGE","Q","2015-Q4",63.01855,
"AUS","EMPAGE","55_64","PC_AGE","Q","2016-Q1",63.05724,
"AUS","EMPAGE","55_64","PC_AGE","Q","2016-Q2",62.5604,
"AUS","EMPAGE","55_64","PC_AGE","Q","2016-Q3",61.75208,
"AUS","EMPAGE","55_64","PC_AGE","Q","2016-Q4",62.50121,
"AUS","EMPAGE","55_64","PC_AGE","Q","2017-Q1",62.8672,
"AUS","EMPAGE","55_64","PC_AGE","Q","2017-Q2",63.71265,
"AUS","EMPAGE","55_64","PC_AGE","Q","2017-Q3",63.72566,
"AUS","EMPAGE","55_64","PC_AGE","Q","2017-Q4",64.04444,
"AUS","EMPAGE","55_64","PC_AGE","Q","2018-Q1",63.75521,
"AUS","EMPAGE","55_64","PC_AGE","Q","2018-Q2",63.33294,
"AUS","EMPAGE","55_64","PC_AGE","Q","2018-Q3",63.92824,
"AUS","EMPAGE","55_64","PC_AGE","Q","2018-Q4",64.23727,
"AUS","EMPAGE","55_64","PC_AGE","Q","2019-Q1",64.19674,
"AUT","EMPAGE","15_24","PC_AGE","Q","1999-Q1",55.902,
"AUT","EMPAGE","15_24","PC_AGE","Q","1999-Q2",55.73426,
"AUT","EMPAGE","15_24","PC_AGE","Q","1999-Q3",56.3967,
"AUT","EMPAGE","15_24","PC_AGE","Q","1999-Q4",57.13353,
"AUT","EMPAGE","15_24","PC_AGE","Q","2000-Q1",53.13751,
"AUT","EMPAGE","15_24","PC_AGE","Q","2000-Q2",52.98179,
"AUT","EMPAGE","15_24","PC_AGE","Q","2000-Q3",52.61605,
"AUT","EMPAGE","15_24","PC_AGE","Q","2000-Q4",51.45542,
"AUT","EMPAGE","15_24","PC_AGE","Q","2001-Q1",51.59525,
"AUT","EMPAGE","15_24","PC_AGE","Q","2001-Q2",51.59448,
"AUT","EMPAGE","15_24","PC_AGE","Q","2001-Q3",51.05033,
"AUT","EMPAGE","15_24","PC_AGE","Q","2001-Q4",51.20697,
"AUT","EMPAGE","15_24","PC_AGE","Q","2002-Q1",52.00767,
"AUT","EMPAGE","15_24","PC_AGE","Q","2002-Q2",51.68252,
"AUT","EMPAGE","15_24","PC_AGE","Q","2002-Q3",51.37467,
"AUT","EMPAGE","15_24","PC_AGE","Q","2002-Q4",51.60608,
"AUT","EMPAGE","15_24","PC_AGE","Q","2003-Q1",51.26287,
"AUT","EMPAGE","15_24","PC_AGE","Q","2003-Q2",51.76163,
"AUT","EMPAGE","15_24","PC_AGE","Q","2003-Q3",50.73161,
"AUT","EMPAGE","15_24","PC_AGE","Q","2003-Q4",50.77934,
"AUT","EMPAGE","15_24","PC_AGE","Q","2004-Q1",49.91534,
"AUT","EMPAGE","15_24","PC_AGE","Q","2004-Q2",50.78151,
"AUT","EMPAGE","15_24","PC_AGE","Q","2004-Q3",51.10587,
"AUT","EMPAGE","15_24","PC_AGE","Q","2004-Q4",51.17937,
"AUT","EMPAGE","15_24","PC_AGE","Q","2005-Q1",52.03269,
"AUT","EMPAGE","15_24","PC_AGE","Q","2005-Q2",51.10102,
"AUT","EMPAGE","15_24","PC_AGE","Q","2005-Q3",51.67942,
"AUT","EMPAGE","15_24","PC_AGE","Q","2005-Q4",51.66773,
"AUT","EMPAGE","15_24","PC_AGE","Q","2006-Q1",51.49045,
"AUT","EMPAGE","15_24","PC_AGE","Q","2006-Q2",51.96476,
"AUT","EMPAGE","15_24","PC_AGE","Q","2006-Q3",52.61385,
"AUT","EMPAGE","15_24","PC_AGE","Q","2006-Q4",52.95596,
"AUT","EMPAGE","15_24","PC_AGE","Q","2007-Q1",53.76115,
"AUT","EMPAGE","15_24","PC_AGE","Q","2007-Q2",53.64358,
"AUT","EMPAGE","15_24","PC_AGE","Q","2007-Q3",53.95694,
"AUT","EMPAGE","15_24","PC_AGE","Q","2007-Q4",53.91747,
"AUT","EMPAGE","15_24","PC_AGE","Q","2008-Q1",54.64024,
"AUT","EMPAGE","15_24","PC_AGE","Q","2008-Q2",54.56409,
"AUT","EMPAGE","15_24","PC_AGE","Q","2008-Q3",54.29094,
"AUT","EMPAGE","15_24","PC_AGE","Q","2008-Q4",54.30066,
"AUT","EMPAGE","15_24","PC_AGE","Q","2009-Q1",53.91641,
"AUT","EMPAGE","15_24","PC_AGE","Q","2009-Q2",53.04743,
"AUT","EMPAGE","15_24","PC_AGE","Q","2009-Q3",52.97472,
"AUT","EMPAGE","15_24","PC_AGE","Q","2009-Q4",52.66351,
"AUT","EMPAGE","15_24","PC_AGE","Q","2010-Q1",52.29781,
"AUT","EMPAGE","15_24","PC_AGE","Q","2010-Q2",52.13499,
"AUT","EMPAGE","15_24","PC_AGE","Q","2010-Q3",52.37558,
"AUT","EMPAGE","15_24","PC_AGE","Q","2010-Q4",54.19706,
"AUT","EMPAGE","15_24","PC_AGE","Q","2011-Q1",54.10217,
"AUT","EMPAGE","15_24","PC_AGE","Q","2011-Q2",54.02573,
"AUT","EMPAGE","15_24","PC_AGE","Q","2011-Q3",54.38281,
"AUT","EMPAGE","15_24","PC_AGE","Q","2011-Q4",53.08992,
"AUT","EMPAGE","15_24","PC_AGE","Q","2012-Q1",53.68321,
"AUT","EMPAGE","15_24","PC_AGE","Q","2012-Q2",53.53818,
"AUT","EMPAGE","15_24","PC_AGE","Q","2012-Q3",53.54357,
"AUT","EMPAGE","15_24","PC_AGE","Q","2012-Q4",53.93487,
"AUT","EMPAGE","15_24","PC_AGE","Q","2013-Q1",53.23317,
"AUT","EMPAGE","15_24","PC_AGE","Q","2013-Q2",53.63464,
"AUT","EMPAGE","15_24","PC_AGE","Q","2013-Q3",53.20427,
"AUT","EMPAGE","15_24","PC_AGE","Q","2013-Q4",52.29211,
"AUT","EMPAGE","15_24","PC_AGE","Q","2014-Q1",52.33378,
"AUT","EMPAGE","15_24","PC_AGE","Q","2014-Q2",52.32074,
"AUT","EMPAGE","15_24","PC_AGE","Q","2014-Q3",51.5188,
"AUT","EMPAGE","15_24","PC_AGE","Q","2014-Q4",52.08157,
"AUT","EMPAGE","15_24","PC_AGE","Q","2015-Q1",52.07321,
"AUT","EMPAGE","15_24","PC_AGE","Q","2015-Q2",51.37411,
"AUT","EMPAGE","15_24","PC_AGE","Q","2015-Q3",51.50898,
"AUT","EMPAGE","15_24","PC_AGE","Q","2015-Q4",50.45208,
"AUT","EMPAGE","15_24","PC_AGE","Q","2016-Q1",51.10033,
"AUT","EMPAGE","15_24","PC_AGE","Q","2016-Q2",50.47329,
"AUT","EMPAGE","15_24","PC_AGE","Q","2016-Q3",51.26411,
"AUT","EMPAGE","15_24","PC_AGE","Q","2016-Q4",51.18305,
"AUT","EMPAGE","15_24","PC_AGE","Q","2017-Q1",50.82166,
"AUT","EMPAGE","15_24","PC_AGE","Q","2017-Q2",51.09612,
"AUT","EMPAGE","15_24","PC_AGE","Q","2017-Q3",49.96743,
"AUT","EMPAGE","15_24","PC_AGE","Q","2017-Q4",50.46389,
"AUT","EMPAGE","15_24","PC_AGE","Q","2018-Q1",50.33267,
"AUT","EMPAGE","15_24","PC_AGE","Q","2018-Q2",51.10012,
"AUT","EMPAGE","15_24","PC_AGE","Q","2018-Q3",51.78605,
"AUT","EMPAGE","15_24","PC_AGE","Q","2018-Q4",52.10126,
"AUT","EMPAGE","25_54","PC_AGE","Q","1999-Q1",81.91028,
"AUT","EMPAGE","25_54","PC_AGE","Q","1999-Q2",81.84136,
"AUT","EMPAGE","25_54","PC_AGE","Q","1999-Q3",81.70009,
"AUT","EMPAGE","25_54","PC_AGE","Q","1999-Q4",81.70689,
"AUT","EMPAGE","25_54","PC_AGE","Q","2000-Q1",82.46684,
"AUT","EMPAGE","25_54","PC_AGE","Q","2000-Q2",82.55392,
"AUT","EMPAGE","25_54","PC_AGE","Q","2000-Q3",82.52378,
"AUT","EMPAGE","25_54","PC_AGE","Q","2000-Q4",82.8945,
"AUT","EMPAGE","25_54","PC_AGE","Q","2001-Q1",82.90984,
"AUT","EMPAGE","25_54","PC_AGE","Q","2001-Q2",82.67966,
"AUT","EMPAGE","25_54","PC_AGE","Q","2001-Q3",82.52617,
"AUT","EMPAGE","25_54","PC_AGE","Q","2001-Q4",82.8181,
"AUT","EMPAGE","25_54","PC_AGE","Q","2002-Q1",83.27643,
"AUT","EMPAGE","25_54","PC_AGE","Q","2002-Q2",83.70403,
"AUT","EMPAGE","25_54","PC_AGE","Q","2002-Q3",83.51899,
"AUT","EMPAGE","25_54","PC_AGE","Q","2002-Q4",83.91206,
"AUT","EMPAGE","25_54","PC_AGE","Q","2003-Q1",84.09573,
"AUT","EMPAGE","25_54","PC_AGE","Q","2003-Q2",84.03078,
"AUT","EMPAGE","25_54","PC_AGE","Q","2003-Q3",84.19315,
"AUT","EMPAGE","25_54","PC_AGE","Q","2003-Q4",83.75238,
"AUT","EMPAGE","25_54","PC_AGE","Q","2004-Q1",81.77612,
"AUT","EMPAGE","25_54","PC_AGE","Q","2004-Q2",81.22466,
"AUT","EMPAGE","25_54","PC_AGE","Q","2004-Q3",81.46136,
"AUT","EMPAGE","25_54","PC_AGE","Q","2004-Q4",81.16074,
"AUT","EMPAGE","25_54","PC_AGE","Q","2005-Q1",81.38508,
"AUT","EMPAGE","25_54","PC_AGE","Q","2005-Q2",81.55021,
"AUT","EMPAGE","25_54","PC_AGE","Q","2005-Q3",81.78681,
"AUT","EMPAGE","25_54","PC_AGE","Q","2005-Q4",81.55532,
"AUT","EMPAGE","25_54","PC_AGE","Q","2006-Q1",81.70862,
"AUT","EMPAGE","25_54","PC_AGE","Q","2006-Q2",82.18221,
"AUT","EMPAGE","25_54","PC_AGE","Q","2006-Q3",82.47629,
"AUT","EMPAGE","25_54","PC_AGE","Q","2006-Q4",82.32547,
"AUT","EMPAGE","25_54","PC_AGE","Q","2007-Q1",82.63962,
"AUT","EMPAGE","25_54","PC_AGE","Q","2007-Q2",82.66655,
"AUT","EMPAGE","25_54","PC_AGE","Q","2007-Q3",83.08752,
"AUT","EMPAGE","25_54","PC_AGE","Q","2007-Q4",83.05151,
"AUT","EMPAGE","25_54","PC_AGE","Q","2008-Q1",83.23972,
"AUT","EMPAGE","25_54","PC_AGE","Q","2008-Q2",83.71986,
"AUT","EMPAGE","25_54","PC_AGE","Q","2008-Q3",83.24615,
"AUT","EMPAGE","25_54","PC_AGE","Q","2008-Q4",83.34031,
"AUT","EMPAGE","25_54","PC_AGE","Q","2009-Q1",83.13076,
"AUT","EMPAGE","25_54","PC_AGE","Q","2009-Q2",82.89861,
"AUT","EMPAGE","25_54","PC_AGE","Q","2009-Q3",82.74179,
"AUT","EMPAGE","25_54","PC_AGE","Q","2009-Q4",82.70878,
"AUT","EMPAGE","25_54","PC_AGE","Q","2010-Q1",82.93603,
"AUT","EMPAGE","25_54","PC_AGE","Q","2010-Q2",83.08704,
"AUT","EMPAGE","25_54","PC_AGE","Q","2010-Q3",83.35909,
"AUT","EMPAGE","25_54","PC_AGE","Q","2010-Q4",83.90118,
"AUT","EMPAGE","25_54","PC_AGE","Q","2011-Q1",83.67087,
"AUT","EMPAGE","25_54","PC_AGE","Q","2011-Q2",84.0046,
"AUT","EMPAGE","25_54","PC_AGE","Q","2011-Q3",84.32646,
"AUT","EMPAGE","25_54","PC_AGE","Q","2011-Q4",84.44197,
"AUT","EMPAGE","25_54","PC_AGE","Q","2012-Q1",84.72327,
"AUT","EMPAGE","25_54","PC_AGE","Q","2012-Q2",84.35792,
"AUT","EMPAGE","25_54","PC_AGE","Q","2012-Q3",84.13234,
"AUT","EMPAGE","25_54","PC_AGE","Q","2012-Q4",84.08755,
"AUT","EMPAGE","25_54","PC_AGE","Q","2013-Q1",84.0517,
"AUT","EMPAGE","25_54","PC_AGE","Q","2013-Q2",84.11222,
"AUT","EMPAGE","25_54","PC_AGE","Q","2013-Q3",84.11884,
"AUT","EMPAGE","25_54","PC_AGE","Q","2013-Q4",83.69052,
"AUT","EMPAGE","25_54","PC_AGE","Q","2014-Q1",83.62424,
"AUT","EMPAGE","25_54","PC_AGE","Q","2014-Q2",83.52989,
"AUT","EMPAGE","25_54","PC_AGE","Q","2014-Q3",83.3145,
"AUT","EMPAGE","25_54","PC_AGE","Q","2014-Q4",83.25195,
"AUT","EMPAGE","25_54","PC_AGE","Q","2015-Q1",83.40751,
"AUT","EMPAGE","25_54","PC_AGE","Q","2015-Q2",83.18761,
"AUT","EMPAGE","25_54","PC_AGE","Q","2015-Q3",83.47949,
"AUT","EMPAGE","25_54","PC_AGE","Q","2015-Q4",83.75574,
"AUT","EMPAGE","25_54","PC_AGE","Q","2016-Q1",83.50238,
"AUT","EMPAGE","25_54","PC_AGE","Q","2016-Q2",83.47058,
"AUT","EMPAGE","25_54","PC_AGE","Q","2016-Q3",83.61308,
"AUT","EMPAGE","25_54","PC_AGE","Q","2016-Q4",83.704,
"AUT","EMPAGE","25_54","PC_AGE","Q","2017-Q1",83.81554,
"AUT","EMPAGE","25_54","PC_AGE","Q","2017-Q2",84.14431,
"AUT","EMPAGE","25_54","PC_AGE","Q","2017-Q3",84.07684,
"AUT","EMPAGE","25_54","PC_AGE","Q","2017-Q4",84.39546,
"AUT","EMPAGE","25_54","PC_AGE","Q","2018-Q1",84.52333,
"AUT","EMPAGE","25_54","PC_AGE","Q","2018-Q2",84.67885,
"AUT","EMPAGE","25_54","PC_AGE","Q","2018-Q3",84.56869,
"AUT","EMPAGE","25_54","PC_AGE","Q","2018-Q4",84.43124,
"AUT","EMPAGE","55_64","PC_AGE","Q","1999-Q1",29.68731,
"AUT","EMPAGE","55_64","PC_AGE","Q","1999-Q2",28.12624,
"AUT","EMPAGE","55_64","PC_AGE","Q","1999-Q3",27.302,
"AUT","EMPAGE","55_64","PC_AGE","Q","1999-Q4",25.47279,
"AUT","EMPAGE","55_64","PC_AGE","Q","2000-Q1",29.77044,
"AUT","EMPAGE","55_64","PC_AGE","Q","2000-Q2",28.98217,
"AUT","EMPAGE","55_64","PC_AGE","Q","2000-Q3",27.94727,
"AUT","EMPAGE","55_64","PC_AGE","Q","2000-Q4",28.68523,
"AUT","EMPAGE","55_64","PC_AGE","Q","2001-Q1",27.9567,
"AUT","EMPAGE","55_64","PC_AGE","Q","2001-Q2",29.03697,
"AUT","EMPAGE","55_64","PC_AGE","Q","2001-Q3",28.26339,
"AUT","EMPAGE","55_64","PC_AGE","Q","2001-Q4",29.36528,
"AUT","EMPAGE","55_64","PC_AGE","Q","2002-Q1",28.53551,
"AUT","EMPAGE","55_64","PC_AGE","Q","2002-Q2",28.79197,
"AUT","EMPAGE","55_64","PC_AGE","Q","2002-Q3",29.30093,
"AUT","EMPAGE","55_64","PC_AGE","Q","2002-Q4",29.74929,
"AUT","EMPAGE","55_64","PC_AGE","Q","2003-Q1",29.52287,
"AUT","EMPAGE","55_64","PC_AGE","Q","2003-Q2",30.63204,
"AUT","EMPAGE","55_64","PC_AGE","Q","2003-Q3",30.3262,
"AUT","EMPAGE","55_64","PC_AGE","Q","2003-Q4",30.68011,
"AUT","EMPAGE","55_64","PC_AGE","Q","2004-Q1",26.18166,
"AUT","EMPAGE","55_64","PC_AGE","Q","2004-Q2",27.14029,
"AUT","EMPAGE","55_64","PC_AGE","Q","2004-Q3",27.13881,
"AUT","EMPAGE","55_64","PC_AGE","Q","2004-Q4",28.07699,
"AUT","EMPAGE","55_64","PC_AGE","Q","2005-Q1",28.69029,
"AUT","EMPAGE","55_64","PC_AGE","Q","2005-Q2",29.55678,
"AUT","EMPAGE","55_64","PC_AGE","Q","2005-Q3",30.44911,
"AUT","EMPAGE","55_64","PC_AGE","Q","2005-Q4",30.9851,
"AUT","EMPAGE","55_64","PC_AGE","Q","2006-Q1",32.28069,
"AUT","EMPAGE","55_64","PC_AGE","Q","2006-Q2",32.56887,
"AUT","EMPAGE","55_64","PC_AGE","Q","2006-Q3",33.10232,
"AUT","EMPAGE","55_64","PC_AGE","Q","2006-Q4",33.91843,
"AUT","EMPAGE","55_64","PC_AGE","Q","2007-Q1",34.71507,
"AUT","EMPAGE","55_64","PC_AGE","Q","2007-Q2",35.61647,
"AUT","EMPAGE","55_64","PC_AGE","Q","2007-Q3",36.64132,
"AUT","EMPAGE","55_64","PC_AGE","Q","2007-Q4",36.84554,
"AUT","EMPAGE","55_64","PC_AGE","Q","2008-Q1",39.14717,
"AUT","EMPAGE","55_64","PC_AGE","Q","2008-Q2",38.53163,
"AUT","EMPAGE","55_64","PC_AGE","Q","2008-Q3",38.79775,
"AUT","EMPAGE","55_64","PC_AGE","Q","2008-Q4",38.6988,
"AUT","EMPAGE","55_64","PC_AGE","Q","2009-Q1",38.70812,
"AUT","EMPAGE","55_64","PC_AGE","Q","2009-Q2",39.01342,
"AUT","EMPAGE","55_64","PC_AGE","Q","2009-Q3",39.5434,
"AUT","EMPAGE","55_64","PC_AGE","Q","2009-Q4",40.42329,
"AUT","EMPAGE","55_64","PC_AGE","Q","2010-Q1",41.23096,
"AUT","EMPAGE","55_64","PC_AGE","Q","2010-Q2",41.1839,
"AUT","EMPAGE","55_64","PC_AGE","Q","2010-Q3",41.8195,
"AUT","EMPAGE","55_64","PC_AGE","Q","2010-Q4",40.53896,
"AUT","EMPAGE","55_64","PC_AGE","Q","2011-Q1",40.07338,
"AUT","EMPAGE","55_64","PC_AGE","Q","2011-Q2",40.08672,
"AUT","EMPAGE","55_64","PC_AGE","Q","2011-Q3",40.1565,
